ok,timestamp,error_msg,modo,centro_x,centro_y,amplitud_um,wtr,rtr,wgc,n_pre,n_post,n_total,speedupdown,dco,vco,svo,confirmar_lazo_abierto,drc_tablas,drc_fuentes,drc_opciones,tabla,wavegen,eje,leer_recorder_completo,t_extra_grabacion_s,carga_rapida,wos,etiqueta,repeticion,t_asentamiento_s,guardar_figura,notas,t_servo_us,dt_grabacion_us,duracion_wave_ms,ventana_grabada_ms,n_puntos_wave,n_muestras_pedidas,duracion_host_ms,muestras_leidas,ventana_real_ms,ventana_post_wave_ms,error_max_nm,error_rms_nm,v_um_s,error_mediano_nm,tau_desde_lag_ms,error_max_giro_nm,exceso_giro_nm,error_rms_total_nm,error_rms_lag_corregido_nm,archivo
True,20260907_171001,,rampa,100.0,100.0,1.0,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,sud0,0,0.5,False,zonas de aceleracion vs velocidad constante,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,336.806058883667,8192,327.639868944,7.639996943999961,181.4,163.73419288841302,12.562979421143897,-163.70000000000573,13.030348495556188,181.49999999999977,17.799999999994043,158.68417676416965,47.65124485755599,E517_rampa_sud0_20260907_171001_r0
True,20260907_171006,,rampa,100.0,100.0,1.0,20,1,1,50,2000,400,40,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,sud40,0,0.5,False,zonas de aceleracion vs velocidad constante,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,335.01172065734863,8192,327.639868944,7.639996943999961,223.89999999999998,195.7088015893464,15.733693454555812,-202.0000000000124,12.838689185311521,218.29999999999927,16.29999999998688,175.59623499420658,84.8610563035494,E517_rampa_sud40_20260907_171006_r0
True,20260907_171011,,rampa,100.0,100.0,1.0,20,1,1,50,2000,400,80,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,sud80,0,0.5,False,zonas de aceleracion vs velocidad constante,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,336.9259834289551,8192,327.639868944,7.639996943999961,297.0,236.48266846966058,19.863398200732348,-253.79999999999825,12.7772699029233,268.100000000004,14.300000000005753,192.0398596206147,139.08652446092958,E517_rampa_sud80_20260907_171011_r0
True,20260907_171015,,rampa,100.0,100.0,1.0,5,1,1,50,2000,400,80,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,vel_wtr5,0,0.5,False,,39.999984,39.999984,79.99996800000001,327.679868928,400,8192,120.90706825256348,8192,327.639868944,247.63990094399998,970.7,725.5148487533459,79.43291769657267,-763.3500000000026,9.60999573144144,970.799999999997,207.44999999999436,327.3043129212262,692.1392087662184,E517_rampa_vel_wtr5_20260907_171015_r0
True,20260907_171020,,rampa,100.0,100.0,1.0,20,1,1,50,2000,400,80,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,vel_wtr20,0,0.5,False,,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,337.8868103027344,8192,327.639868944,7.639996943999961,296.59999999999997,237.19684768215734,19.863398200732348,-253.30000000001007,12.752097976401194,267.20000000000255,13.899999999992474,191.9352683747669,139.03479871567444,E517_rampa_vel_wtr20_20260907_171020_r0
True,20260907_171026,,rampa,100.0,100.0,1.0,80,4,1,50,2000,400,80,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,vel_wtr80,0,0.5,False,,39.999984,159.999936,1279.9994880000002,1310.719475712,400,8192,1312.6859664916992,8192,1310.559475776,30.559987775999844,83.9,58.37194470565029,4.965849550183087,-59.899999999998954,12.062387189678448,65.50000000000011,5.60000000000116,48.301371300227295,33.375812566915954,E517_rampa_vel_wtr80_20260907_171026_r0
