ok,timestamp,error_msg,modo,centro_x,centro_y,amplitud_um,wtr,rtr,wgc,n_pre,n_post,n_total,speedupdown,dco,vco,svo,confirmar_lazo_abierto,drc_tablas,drc_fuentes,drc_opciones,tabla,wavegen,eje,leer_recorder_completo,t_extra_grabacion_s,carga_rapida,wos,etiqueta,repeticion,t_asentamiento_s,guardar_figura,estricto,notas,t_servo_us,dt_grabacion_us,duracion_wave_ms,ventana_grabada_ms,n_puntos_wave,n_muestras_pedidas,coherencia_ok,coherencia_bloqueantes,coherencia_avisos,duracion_host_ms,muestras_leidas,ventana_real_ms,ventana_post_wave_ms,error_max_nm,error_rms_nm,frac_usable,dx_por_punto_nm,recorrido_usable_um,t_acel_ms,t_constante_ms,t_usable_ms,t_conv_necesario_ms,hay_zona_usable,v_um_s,error_mediano_nm,tau_desde_lag_ms,residuo_recta_usable_nm,residuo_recta_usable_max_nm,residuo_en_pixeles,error_max_giro_nm,exceso_giro_nm,error_rms_total_nm,error_rms_lag_corregido_nm,archivo
True,20260909_170210,,rampa,100.0,100.0,0.1,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A0.1um,0,0.5,False,True,e=v*tau con RTR=1 y tramo recto > t_conv,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,339.6470546722412,8192,327.639868944,7.639996943999961,26.8,22.265876566155455,0.38037109375,1.0000004000030458,0.15680000000000405,6.239997504000215,157.67993692800542,124.59995016000002,33.03998678400114,True,1.2562385553171715,-22.30000000000132,17.751405499866287,1.600101183430091,3.3972127293537824,1.600100543385,26.099999999999568,3.7999999999982492,17.894782438615902,10.11370433525098,E517_rampa_tau_A0.1um_20260909_170210_r0
True,20260909_170215,,rampa,100.0,100.0,0.1,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A0.1um,1,0.5,False,True,e=v*tau con RTR=1 y tramo recto > t_conv,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,337.63885498046875,8192,327.639868944,7.639996943999961,28.6,22.740360160144846,0.38037109375,1.0000004000030458,0.15680000000000405,6.239997504000215,157.67993692800542,124.59995016000002,33.03998678400114,True,1.2562385553171715,-22.900000000007026,18.229021791347023,1.9477799836800678,4.995570808588923,1.9477792045624533,26.400000000009527,3.500000000002501,18.114366054829727,10.687448658963625,E517_rampa_tau_A0.1um_20260909_170215_r1
True,20260909_170220,,rampa,100.0,100.0,0.3,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A0.3um,0,0.5,False,True,e=v*tau con RTR=1 y tramo recto > t_conv,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,338.8180732727051,8192,327.639868944,7.639996943999961,61.699999999999996,53.97382665687835,0.3804931640625,3.0000012000277643,0.4702999999999946,5.279997888000182,157.71993691200544,124.63995014400001,33.03998678400114,True,3.7688728853894946,-55.70000000000164,14.778954264000154,1.440096173640339,3.841071026698728,0.48003186586292407,59.10000000000082,3.3999999999991815,49.380337527957316,18.635736995337318,E517_rampa_tau_A0.3um_20260909_170220_r0
True,20260909_170225,,rampa,100.0,100.0,0.3,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A0.3um,1,0.5,False,True,e=v*tau con RTR=1 y tramo recto > t_conv,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,335.41083335876465,8192,327.639868944,7.639996943999961,61.6,54.78509845228925,0.3804931640625,3.0000012000277643,0.4702999999999946,5.279997888000182,157.71993691200544,124.63995014400001,33.03998678400114,True,3.7688728853894946,-56.29999999999313,14.938153053197176,1.3766871850878464,2.9751877920460856,0.45889554480015055,59.799999999995634,3.500000000002501,49.61935976045133,18.79483652833417,E517_rampa_tau_A0.3um_20260909_170225_r1
True,20260909_170230,,rampa,100.0,100.0,1.0,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A1um,0,0.5,False,True,e=v*tau con RTR=1 y tramo recto > t_conv,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,334.5367908477783,8192,327.639868944,7.639996943999961,178.7,163.92560355698348,0.380615234375,10.050004019998017,1.5679000000000087,5.199997920000179,157.75993689600543,124.67995012799997,33.03998678400114,True,12.563000002355748,-169.29999999999268,13.476080551480253,1.128176381758599,2.864396687996873,0.112256311491388,175.30000000000712,6.000000000014438,158.08415539056043,49.48252335105036,E517_rampa_tau_A1um_20260909_170230_r0
True,20260909_170234,,rampa,100.0,100.0,1.0,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A1um,1,0.5,False,True,e=v*tau con RTR=1 y tramo recto > t_conv,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,338.8018608093262,8192,327.639868944,7.639996943999961,179.9,163.24870978805467,0.380615234375,10.050004019998017,1.5679000000000087,5.199997920000179,157.75993689600543,124.67995012799997,33.03998678400114,True,12.563000002355748,-168.2999999999879,13.396481729557363,1.4321265629381126,3.89829224678806,0.1425000985162188,174.5999999999981,6.300000000010186,157.36723953031822,49.26641688577786,E517_rampa_tau_A1um_20260909_170234_r1
True,20260909_170240,,rampa,100.0,100.0,3.0,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A3um,0,0.5,False,True,e=v*tau con RTR=1 y tramo recto > t_conv,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,337.8579616546631,8192,327.639868944,7.639996943999961,509.70000000000005,461.97709793202057,0.380615234375,30.15001206000336,4.703500000000005,5.199997920000179,157.75993689600543,124.67995012799997,33.03998678400114,True,37.688876856775295,-476.6999999999939,12.648294132285821,5.047746291828246,10.533339187716706,0.16742103723814178,509.7999999999985,33.10000000000457,455.0993657355183,132.23934805245898,E517_rampa_tau_A3um_20260909_170240_r0
True,20260909_170244,,rampa,100.0,100.0,3.0,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A3um,1,0.5,False,True,e=v*tau con RTR=1 y tramo recto > t_conv,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,340.64793586730957,8192,327.639868944,7.639996943999961,506.49999999999994,461.5464933512634,0.380615234375,30.15001206000336,4.703500000000005,5.199997920000179,157.75993689600543,124.67995012799997,33.03998678400114,True,37.688876856775295,-475.4000000000076,12.613801196746074,2.119362894912295,5.08359762056898,0.07029393191267795,506.10000000000355,30.699999999995953,453.45752720433626,133.77666530610094,E517_rampa_tau_A3um_20260909_170244_r1
True,20260909_170249,,rampa,100.0,100.0,10.0,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A10um,0,0.5,False,True,e=v*tau con RTR=1 y tramo recto > t_conv,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,336.67898178100586,8192,327.639868944,7.639996943999961,1654.0,1441.784836286447,0.380615234375,100.50004020001741,15.678399999999996,5.199997920000179,157.75993689600543,124.67995012799997,33.03998678400114,True,125.62945850261896,-1472.3000000000043,11.719385067390956,10.442210380179251,19.973824092403447,0.10390254928651703,1654.0999999999997,181.7999999999954,1425.4890101540834,396.7478812860032,E517_rampa_tau_A10um_20260909_170249_r0
True,20260909_170254,,rampa,100.0,100.0,10.0,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A10um,1,0.5,False,True,e=v*tau con RTR=1 y tramo recto > t_conv,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,336.6222381591797,8192,327.639868944,7.639996943999961,1650.3000000000002,1438.2094624322337,0.380615234375,100.50004020001741,15.678399999999996,5.199997920000179,157.75993689600543,124.67995012799997,33.03998678400114,True,125.62945850261896,-1466.5999999999997,11.674013543323724,9.379577250985257,18.263289618701606,0.09332908954382321,1650.4000000000046,183.80000000000496,1423.411019121564,398.3923043561031,E517_rampa_tau_A10um_20260909_170254_r1
