ok,timestamp,error_msg,modo,centro_x,centro_y,amplitud_um,wtr,rtr,wgc,n_pre,n_post,n_total,speedupdown,dco,vco,svo,confirmar_lazo_abierto,drc_tablas,drc_fuentes,drc_opciones,tabla,wavegen,eje,leer_recorder_completo,t_extra_grabacion_s,carga_rapida,wos,etiqueta,repeticion,t_asentamiento_s,guardar_figura,estricto,notas,t_servo_us,dt_grabacion_us,duracion_wave_ms,ventana_grabada_ms,n_puntos_wave,n_muestras_pedidas,coherencia_ok,coherencia_bloqueantes,coherencia_avisos,duracion_host_ms,muestras_leidas,ventana_real_ms,ventana_post_wave_ms,error_max_nm,error_rms_nm,frac_usable,dx_por_punto_nm,recorrido_usable_um,t_acel_ms,t_constante_ms,t_usable_ms,t_conv_necesario_ms,hay_zona_usable,v_um_s,error_mediano_nm,tau_desde_lag_ms,residuo_recta_usable_nm,residuo_recta_usable_max_nm,residuo_en_pixeles,error_max_giro_nm,exceso_giro_nm,error_rms_total_nm,error_rms_lag_corregido_nm,archivo
True,20260909_154848,,rampa,100.0,100.0,0.05,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A0.05um,0,0.5,False,True,e=v*tau con RTR=1 y tramo recto > 3*tau,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,337.48888969421387,8192,327.639868944,7.639996943999961,15.299999999999999,11.87510414174448,0.380615234375,0.5000002000015229,0.07840000000000202,5.199997920000179,157.75993689600543,124.67995012799997,33.03998678400114,True,0.6280433064945342,-12.000000000000455,19.10696265036126,0.9814959416888753,2.7326559426938957,1.9629910981753325,13.199999999997658,1.1999999999972033,9.006875493329547,6.67652264205306,E517_rampa_tau_A0.05um_20260909_154848_r0
True,20260909_154853,,rampa,100.0,100.0,0.05,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A0.05um,1,0.5,False,True,e=v*tau con RTR=1 y tramo recto > 3*tau,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,337.658166885376,8192,327.639868944,7.639996943999961,19.900000000000002,13.549909058623099,0.380615234375,0.5000002000015229,0.07840000000000202,5.199997920000179,157.75993689600543,124.67995012799997,33.03998678400114,True,0.6280433064945342,-13.199999999997658,21.01765891539286,3.2974321755263745,6.5283228783243885,6.594861713087977,20.000000000010232,6.800000000012574,9.897862244037979,8.176699176550386,E517_rampa_tau_A0.05um_20260909_154853_r1
True,20260909_154858,,rampa,100.0,100.0,0.1,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A0.1um,0,0.5,False,True,e=v*tau con RTR=1 y tramo recto > 3*tau,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,338.57202529907227,8192,327.639868944,7.639996943999961,26.700000000000003,22.132248086852616,0.38037109375,1.0000004000030458,0.15680000000000405,6.239997504000215,157.67993692800542,124.59995016000002,33.03998678400114,True,1.2562385553171715,-22.30000000000132,17.751405499866287,1.4138564508033757,3.327152406654932,1.4138558852567154,25.199999999998113,2.899999999996794,17.8451316712778,10.191263743494735,E517_rampa_tau_A0.1um_20260909_154858_r0
True,20260909_154903,,rampa,100.0,100.0,0.1,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A0.1um,1,0.5,False,True,e=v*tau con RTR=1 y tramo recto > 3*tau,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,339.57600593566895,8192,327.639868944,7.639996943999961,25.9,21.00551460535144,0.38037109375,1.0000004000030458,0.15680000000000405,6.239997504000215,157.67993692800542,124.59995016000002,33.03998678400114,True,1.2562385553171715,-21.399999999999864,17.034981062650836,1.2705145128511155,3.640818213639818,1.2705140046416439,24.900000000002365,3.500000000002501,17.278657729680866,9.090730074697746,E517_rampa_tau_A0.1um_20260909_154903_r1
True,20260909_154908,,rampa,100.0,100.0,0.3,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A0.3um,0,0.5,False,True,e=v*tau con RTR=1 y tramo recto > 3*tau,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,337.8100395202637,8192,327.639868944,7.639996943999961,63.5,54.86125304780312,0.3804931640625,3.0000012000277643,0.4702999999999946,5.279997888000182,157.71993691200544,124.63995014400001,33.03998678400114,True,3.7688728853894946,-56.200000000004025,14.911619921666853,1.9203840448324219,4.827119638648014,0.6401277588871128,59.799999999995634,3.59999999999161,49.41853282644822,19.06206095806041,E517_rampa_tau_A0.3um_20260909_154908_r0
True,20260909_154912,,rampa,100.0,100.0,0.3,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A0.3um,1,0.5,False,True,e=v*tau con RTR=1 y tramo recto > 3*tau,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,337.59164810180664,8192,327.639868944,7.639996943999961,63.1,55.4592033719446,0.3804931640625,3.0000012000277643,0.4702999999999946,5.279997888000182,157.71993691200544,124.63995014400001,33.03998678400114,True,3.7688728853894946,-57.00000000000216,15.123884973932064,1.438897043894526,3.2502781189123198,0.47963215610754073,60.80000000000041,3.7999999999982492,49.473780441480955,19.865314808023985,E517_rampa_tau_A0.3um_20260909_154912_r1
True,20260909_154917,,rampa,100.0,100.0,1.0,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A1um,0,0.5,False,True,e=v*tau con RTR=1 y tramo recto > 3*tau,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,339.48707580566406,8192,327.639868944,7.639996943999961,182.79999999999998,165.84926110393772,0.380615234375,10.050004019998017,1.5679000000000087,5.199997920000179,157.75993689600543,124.67995012799997,33.03998678400114,True,12.563000002355748,-171.0999999999956,13.619358430941002,2.207118132902216,5.555413321260971,0.2196136567219653,179.80000000000018,8.700000000004593,157.65499512090392,50.86096420088005,E517_rampa_tau_A1um_20260909_154917_r0
True,20260909_154922,,rampa,100.0,100.0,1.0,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A1um,1,0.5,False,True,e=v*tau con RTR=1 y tramo recto > 3*tau,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,340.44599533081055,8192,327.639868944,7.639996943999961,182.2,165.76324135826488,0.380615234375,10.050004019998017,1.5679000000000087,5.199997920000179,157.75993689600543,124.67995012799997,33.03998678400114,True,12.563000002355748,-171.0999999999956,13.619358430941002,1.6210381233450935,4.460565405338457,0.1612972611871068,178.7999999999954,7.699999999999818,157.27699349200677,50.74122479119303,E517_rampa_tau_A1um_20260909_154922_r1
True,20260909_154927,,rampa,100.0,100.0,3.0,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A3um,0,0.5,False,True,e=v*tau con RTR=1 y tramo recto > 3*tau,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,332.547664642334,8192,327.639868944,7.639996943999961,506.90000000000003,463.214114615155,0.380615234375,30.15001206000336,4.703500000000005,5.199997920000179,157.75993689600543,124.67995012799997,33.03998678400114,True,37.688876856775295,-478.09999999999775,12.685440370559892,6.440859023093378,16.21451020986342,0.2136270794941984,507.000000000005,28.900000000007253,455.2057810826918,131.13698610520103,E517_rampa_tau_A3um_20260909_154927_r0
True,20260909_154932,,rampa,100.0,100.0,3.0,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A3um,1,0.5,False,True,e=v*tau con RTR=1 y tramo recto > 3*tau,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,338.60111236572266,8192,327.639868944,7.639996943999961,505.70000000000005,465.6269916684195,0.380615234375,30.15001206000336,4.703500000000005,5.199997920000179,157.75993689600543,124.67995012799997,33.03998678400114,True,37.688876856775295,-479.54999999999615,12.723913260200744,1.5205202970656428,3.983574277867774,0.05043183047620557,505.69999999999027,26.149999999994122,455.58100866401594,135.39622224977865,E517_rampa_tau_A3um_20260909_154932_r1
