ok,timestamp,error_msg,modo,centro_x,centro_y,amplitud_um,wtr,rtr,wgc,n_pre,n_post,n_total,speedupdown,dco,vco,svo,confirmar_lazo_abierto,drc_tablas,drc_fuentes,drc_opciones,tabla,wavegen,eje,leer_recorder_completo,carga_rapida,wos,etiqueta,repeticion,t_asentamiento_s,guardar_figura,notas,t_servo_us,dt_grabacion_us,duracion_wave_ms,ventana_grabada_ms,n_puntos_wave,n_muestras_pedidas,duracion_host_ms,muestras_leidas,ventana_real_ms,cola_en_cero,error_max_nm,error_rms_nm,t_escalon_ms,x_inicial_um,x_final_um,salto_nm,suavizado_muestras,suavizado_ms,t_subida_10_90_ms,tau_desde_subida_ms,f_3db_hz,sobrepico_nm,sobrepico_pct,bump_lento_nm,bump_lento_t_ms,t_primer_cruce_ms,ts_5nm_ms,asento_en_ventana,error_final_nm,ruido_final_nm_rms,ventana_post_escalon_ms,tol_bajo_ruido,archivo
True,20260907_165135,,escalon,100.0,100.0,1.0,1,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,True,0.0,rtrdco_rtr1_dco0,0,0.5,False,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,39.999984,81.9999672,327.679868928,2050,8192,120.82099914550781,8192,327.639868944,False,2001.6,327.0928271074834,1.9999991999999998,99.0,101.0,2000.0,25,0.9999996000000344,19.559992175999998,8.903046051888937,17.893667689164417,0.0,0.0,5.148000000000366,69.639972144,57.119977152,71.079971568,True,-0.09877300613500503,0.9839938481815611,325.639869744,False,E517_escalon_rtrdco_rtr1_dco0_20260907_165135_r0
True,20260907_165140,,escalon,100.0,100.0,1.0,1,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,True,0.0,rtrdco_rtr1_dco0,1,0.5,False,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,39.999984,81.9999672,327.679868928,2050,8192,121.77109718322754,8192,327.639868944,False,2004.1000000000001,327.1377095349233,1.9999991999999998,99.0,101.0,2000.0,25,0.9999996000000344,19.719992112,8.975872604460628,17.748485801219875,0.0,0.0,3.984000000000947,90.839963664,57.39997704,51.479979408000005,True,-0.0699386503068383,1.3302675116974993,325.639869744,False,E517_escalon_rtrdco_rtr1_dco0_20260907_165140_r1
True,20260907_165145,,escalon,100.0,100.0,1.0,1,2,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,True,0.0,rtrdco_rtr2_dco0,0,0.5,False,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,79.999968,81.9999672,655.359737856,2050,8192,122.39480018615723,8192,655.279737888,False,2000.3999999999999,230.57144690725747,1.9999991999999998,99.0,101.0,2000.0,13,1.0399995840000358,19.519992192,8.884839413746016,17.930335040986474,0.0,0.0,5.492307692305278,71.279971488,52.239979104,72.63997094399998,True,0.09253365973081959,1.062400952442009,653.279738688,False,E517_escalon_rtrdco_rtr2_dco0_20260907_165145_r0
True,20260907_165151,,escalon,100.0,100.0,1.0,1,2,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,True,0.0,rtrdco_rtr2_dco0,1,0.5,False,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,79.999968,81.9999672,655.359737856,2050,8192,119.78793144226074,8192,655.279737888,False,1999.8,230.55667149742743,1.9999991999999998,99.0,101.0,2000.0,13,1.0399995840000358,19.59999216,8.921252690031862,17.857150000002857,0.0,0.0,5.553846153845782,72.47997100799999,55.759977696,651.039739584,True,1.131946144430346,1.4905233921046745,653.279738688,False,E517_escalon_rtrdco_rtr2_dco0_20260907_165151_r1
True,20260907_165156,,escalon,100.0,100.0,1.0,1,5,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,True,0.0,rtrdco_rtr5_dco0,0,0.5,False,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,199.99992,81.9999672,1638.39934464,2050,8192,122.79224395751953,8192,1638.19934472,True,1999.6000000000001,145.36069409974678,379.79984808,101.0,0.0,-101000.0,5,0.9999995999999101,,,,0.0,0.0,,,,,False,101000.29253968254,1.3607391411764007,1258.39949664,False,E517_escalon_rtrdco_rtr5_dco0_20260907_165156_r0
True,20260907_165200,,escalon,100.0,100.0,1.0,1,5,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,True,0.0,rtrdco_rtr5_dco0,1,0.5,False,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,199.99992,81.9999672,1638.39934464,2050,8192,119.8728084564209,8192,1638.19934472,True,1999.6000000000001,145.38540915382194,376.9998492,101.0,0.0,-101000.0,5,0.9999995999999101,,,,0.0,0.0,,,,,False,101000.84865293185,0.9351867488035617,1261.19949552,False,E517_escalon_rtrdco_rtr5_dco0_20260907_165200_r1
True,20260907_165205,,escalon,100.0,100.0,1.0,1,10,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,True,0.0,rtrdco_rtr10_dco0,0,0.5,False,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,399.99984,81.9999672,3276.79868928,2050,8192,120.81289291381836,8192,3276.39868944,True,1999.4,102.10665778591023,179.19992832,101.0,0.0,-101000.0,5,1.9999991999998201,0.0,0.0,,0.0,0.0,0.0,924.3996302400001,923.9996304000001,923.9996304000001,True,0.0,0.0,3097.19876112,False,E517_escalon_rtrdco_rtr10_dco0_20260907_165205_r0
True,20260907_165209,,escalon,100.0,100.0,1.0,1,10,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,True,0.0,rtrdco_rtr10_dco0,1,0.5,False,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,399.99984,81.9999672,3276.79868928,2050,8192,121.92773818969727,8192,3276.39868944,True,1998.2,102.14337849566076,179.999928,101.0,0.0,-101000.0,5,1.9999991999998201,0.0,0.0,,0.0,0.0,0.0,922.39963104,921.9996312000001,921.9996312000001,True,0.0,0.0,3096.39876144,False,E517_escalon_rtrdco_rtr10_dco0_20260907_165209_r1
True,20260907_165212,,escalon,100.0,100.0,1.0,1,25,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,True,0.0,rtrdco_rtr25_dco0,0,0.5,False,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,999.9995999999999,81.9999672,8191.996723199999,2050,8192,122.68805503845215,8192,8190.996723599999,True,1999.2,63.44541644531874,137.9999448,101.0,0.0,-101000.0,5,4.999997999999977,0.0,0.0,,0.0,0.0,0.0,674.9997299999999,673.9997304,673.9997304,True,0.0,0.0,8052.996778799999,False,E517_escalon_rtrdco_rtr25_dco0_20260907_165212_r0
True,20260907_165216,,escalon,100.0,100.0,1.0,1,25,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,True,0.0,rtrdco_rtr25_dco0,1,0.5,False,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,999.9995999999999,81.9999672,8191.996723199999,2050,8192,119.9190616607666,8192,8190.996723599999,True,1996.6999999999998,63.459543593502964,135.9999456,101.0,0.0,-101000.0,5,4.9999979999998345,0.0,0.0,,0.0,0.0,-100999.88,665.9997335999999,659.999736,671.9997312,True,0.0,0.0,8054.996778,False,E517_escalon_rtrdco_rtr25_dco0_20260907_165216_r1
