ok,timestamp,error_msg,modo,centro_x,centro_y,amplitud_um,wtr,rtr,wgc,n_pre,n_post,n_total,speedupdown,dco,vco,svo,confirmar_lazo_abierto,drc_tablas,drc_fuentes,drc_opciones,tabla,wavegen,eje,leer_recorder_completo,carga_rapida,wos,etiqueta,repeticion,t_asentamiento_s,guardar_figura,notas,t_servo_us,dt_grabacion_us,duracion_wave_ms,ventana_grabada_ms,n_puntos_wave,n_muestras_pedidas,duracion_host_ms,muestras_leidas,ventana_real_ms,cola_en_cero,error_max_nm,error_rms_nm,t_escalon_ms,x_inicial_um,x_final_um,salto_nm,suavizado_muestras,suavizado_ms,t_subida_10_90_ms,tau_desde_subida_ms,f_3db_hz,sobrepico_nm,sobrepico_pct,bump_lento_nm,bump_lento_t_ms,t_primer_cruce_ms,ts_5nm_ms,asento_en_ventana,error_final_nm,ruido_final_nm_rms,ventana_post_escalon_ms,tol_bajo_ruido,archivo
True,20260907_165049,,escalon,100.0,100.0,1.0,1,1,1,50,2000,400,0,True,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,True,0.0,rtrdco_rtr1_dco1,0,0.5,False,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,39.999984,81.9999672,327.679868928,2050,8192,120.86915969848633,8192,327.639868944,False,1998.1,326.20552080395345,1.9999991999999998,99.0,101.0,2000.0,25,0.9999996000000344,18.79999248,8.557119927173417,18.617028723407234,0.0,0.0,56.319999999994366,60.319975872,36.719985312,142.319943072,True,0.515092024539819,1.9166190733979864,325.639869744,True,E517_escalon_rtrdco_rtr1_dco1_20260907_165049_r0
True,20260907_165054,,escalon,100.0,100.0,1.0,1,1,1,50,2000,400,0,True,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,True,0.0,rtrdco_rtr1_dco1,1,0.5,False,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,39.999984,81.9999672,327.679868928,2050,8192,120.71108818054199,8192,327.639868944,False,2001.3999999999999,325.90406290654636,1.9999991999999998,99.0,101.0,2000.0,25,0.9999996000000344,18.599992559999997,8.466086736458806,18.81721182796,0.0,0.0,56.87999999999818,56.39997744,36.319985472,155.23993790400002,True,0.20478527607358263,1.0684725278871416,325.639869744,False,E517_escalon_rtrdco_rtr1_dco1_20260907_165054_r1
True,20260907_165059,,escalon,100.0,100.0,1.0,1,2,1,50,2000,400,0,True,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,True,0.0,rtrdco_rtr2_dco1,0,0.5,False,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,79.999968,81.9999672,655.359737856,2050,8192,122.9248046875,8192,655.279737888,False,2000.5000000000002,229.962968350872,1.9999991999999998,99.0,101.0,2000.0,13,1.0399995840000358,18.639992544,8.484293374601728,18.77683154506738,0.0,0.0,61.361538461543304,55.439977824,35.9999856,142.47994300800002,True,-0.15507955936368112,1.195023042969696,653.279738688,False,E517_escalon_rtrdco_rtr2_dco1_20260907_165059_r0
True,20260907_165104,,escalon,100.0,100.0,1.0,1,2,1,50,2000,400,0,True,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,True,0.0,rtrdco_rtr2_dco1,1,0.5,False,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,79.999968,81.9999672,655.359737856,2050,8192,120.9268569946289,8192,655.279737888,False,2000.2,229.78464644147655,1.9999991999999998,99.0,101.0,2000.0,13,1.0399995840000358,18.559992576,8.447880098315885,18.85776616379612,0.0,0.0,57.923076923081304,62.639974943999995,35.919985632,133.359946656,True,-0.3271725826196245,0.9934773620310284,653.279738688,False,E517_escalon_rtrdco_rtr2_dco1_20260907_165104_r1
True,20260907_165109,,escalon,100.0,100.0,1.0,1,5,1,50,2000,400,0,True,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,True,0.0,rtrdco_rtr5_dco1,0,0.5,False,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,199.99992,81.9999672,1638.39934464,2050,8192,118.87383460998535,8192,1638.19934472,True,2001.6,145.26686271758123,375.79984968,101.0,0.0,-101000.0,5,0.9999995999999101,,,,0.0,0.0,,,,,False,100999.97863924051,1.3808486828913011,1262.39949504,False,E517_escalon_rtrdco_rtr5_dco1_20260907_165109_r0
True,20260907_165114,,escalon,100.0,100.0,1.0,1,5,1,50,2000,400,0,True,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,True,0.0,rtrdco_rtr5_dco1,1,0.5,False,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,199.99992,81.9999672,1638.39934464,2050,8192,121.96874618530273,8192,1638.19934472,True,1999.7,145.10141147844533,379.19984832000006,101.0,0.0,-101000.0,5,0.9999995999999101,,,,0.0,0.0,,,,,False,101000.04936507937,1.499584464152503,1258.9994964,False,E517_escalon_rtrdco_rtr5_dco1_20260907_165114_r1
True,20260907_165118,,escalon,100.0,100.0,1.0,1,10,1,50,2000,400,0,True,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,True,0.0,rtrdco_rtr10_dco1,0,0.5,False,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,399.99984,81.9999672,3276.79868928,2050,8192,118.89481544494629,8192,3276.39868944,True,1998.5,101.99496451720171,177.19992912,101.0,0.0,-101000.0,5,1.9999991999998201,0.0,0.0,,0.0,0.0,0.0,924.3996302400001,923.9996303999999,923.9996303999999,True,0.0,0.0,3099.19876032,False,E517_escalon_rtrdco_rtr10_dco1_20260907_165118_r0
True,20260907_165122,,escalon,100.0,100.0,1.0,1,10,1,50,2000,400,0,True,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,True,0.0,rtrdco_rtr10_dco1,1,0.5,False,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,399.99984,81.9999672,3276.79868928,2050,8192,123.52108955383301,8192,3276.39868944,True,2000.6,101.73444023213428,181.9999272,101.0,0.0,-101000.0,5,1.9999991999998201,0.0,0.0,,0.0,0.0,-40399.880000000005,937.59962496,927.9996288,939.5996241600001,True,0.0,0.0,3094.39876224,False,E517_escalon_rtrdco_rtr10_dco1_20260907_165122_r1
True,20260907_165126,,escalon,100.0,100.0,1.0,1,25,1,50,2000,400,0,True,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,True,0.0,rtrdco_rtr25_dco1,0,0.5,False,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,999.9995999999999,81.9999672,8191.996723199999,2050,8192,122.01714515686035,8192,8190.996723599999,True,1998.8,63.41431568147375,137.9999448,101.0,0.0,-101000.0,5,4.999997999999977,0.0,0.0,,0.0,0.0,0.0,678.9997283999999,677.9997288,677.9997288,True,0.0,0.0,8052.996778799999,False,E517_escalon_rtrdco_rtr25_dco1_20260907_165126_r0
True,20260907_165130,,escalon,100.0,100.0,1.0,1,25,1,50,2000,400,0,True,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,True,0.0,rtrdco_rtr25_dco1,1,0.5,False,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,999.9995999999999,81.9999672,8191.996723199999,2050,8192,120.35894393920898,8192,8190.996723599999,True,1997.7,63.421970678512466,135.9999456,101.0,0.0,-101000.0,5,4.9999979999998345,0.0,0.0,,0.0,0.0,0.0,676.9997291999998,675.9997295999999,675.9997295999999,True,0.0,0.0,8054.996778,False,E517_escalon_rtrdco_rtr25_dco1_20260907_165130_r1
