ok,timestamp,error_msg,modo,centro_x,centro_y,amplitud_um,wtr,rtr,wgc,n_pre,n_post,n_total,speedupdown,dco,vco,svo,confirmar_lazo_abierto,drc_tablas,drc_fuentes,drc_opciones,tabla,wavegen,eje,leer_recorder_completo,t_extra_grabacion_s,carga_rapida,wos,etiqueta,repeticion,t_asentamiento_s,guardar_figura,estricto,notas,t_servo_us,dt_grabacion_us,duracion_wave_ms,ventana_grabada_ms,n_puntos_wave,n_muestras_pedidas,coherencia_ok,coherencia_bloqueantes,coherencia_avisos,duracion_host_ms,muestras_leidas,ventana_real_ms,ventana_post_wave_ms,error_max_nm,error_rms_nm,frac_usable,dx_por_punto_nm,recorrido_usable_um,t_acel_ms,t_constante_ms,t_usable_ms,t_conv_necesario_ms,hay_zona_usable,v_um_s,error_mediano_nm,tau_desde_lag_ms,residuo_recta_usable_nm,residuo_recta_usable_max_nm,residuo_en_pixeles,error_max_giro_nm,exceso_giro_nm,error_rms_total_nm,error_rms_lag_corregido_nm,archivo
True,20260909_161208,,rampa,100.0,100.0,0.1,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A0.1um,0,0.5,False,True,e=v*tau con RTR=1 y tramo recto > t_conv,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,335.8027935028076,8192,327.639868944,7.639996943999961,37.699999999999996,32.79812612978976,0.38037109375,1.0000004000030458,0.15680000000000405,6.239997504000215,157.67993692800542,124.59995016000002,33.03998678400114,True,1.2562385553171715,-33.10000000000457,26.34849874644038,1.6242869325337816,3.6218352465908765,1.6242862828143212,36.7999999999995,3.6999999999949296,23.37628725148792,24.75609309862875,E517_rampa_tau_A0.1um_20260909_161208_r0
True,20260909_161213,,rampa,100.0,100.0,0.1,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A0.1um,1,0.5,False,True,e=v*tau con RTR=1 y tramo recto > t_conv,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,338.82617950439453,8192,327.639868944,7.639996943999961,36.4,32.974201860406225,0.38037109375,1.0000004000030458,0.15680000000000405,6.239997504000215,157.67993692800542,124.59995016000002,33.03998678400114,True,1.2562385553171715,-33.49999999998943,26.666909607412457,1.1002643343410556,3.05520756822375,1.1002638942321468,35.09999999999991,1.600000000010482,23.493374050305967,24.94346760030271,E517_rampa_tau_A0.1um_20260909_161213_r1
True,20260909_161217,,rampa,100.0,100.0,0.3,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A0.3um,0,0.5,False,True,e=v*tau con RTR=1 y tramo recto > t_conv,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,338.84286880493164,8192,327.639868944,7.639996943999961,71.6,65.79544856977594,0.3804931640625,3.0000012000277643,0.4702999999999946,5.279997888000182,157.71993691200544,124.63995014400001,33.03998678400114,True,3.7688728853894946,-67.70000000000209,17.962930047985854,0.9810236770291545,2.190197577576214,0.3270077615369205,70.99999999999795,3.299999999995862,51.909032123193874,31.66038273939747,E517_rampa_tau_A0.3um_20260909_161217_r0
True,20260909_161222,,rampa,100.0,100.0,0.3,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A0.3um,1,0.5,False,True,e=v*tau con RTR=1 y tramo recto > t_conv,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,336.65990829467773,8192,327.639868944,7.639996943999961,74.0,65.87071675943072,0.3804931640625,3.0000012000277643,0.4702999999999946,5.279997888000182,157.71993691200544,124.63995014400001,33.03998678400114,True,3.7688728853894946,-67.30000000000302,17.85679752185325,1.7088924398981544,3.942080540568327,0.5696305854418788,72.4000000000018,5.099999999998772,51.812933290369855,31.729629176463362,E517_rampa_tau_A0.3um_20260909_161222_r1
True,20260909_161227,,rampa,100.0,100.0,1.0,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A1um,0,0.5,False,True,e=v*tau con RTR=1 y tramo recto > t_conv,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,336.86017990112305,8192,327.639868944,7.639996943999961,190.89999999999998,175.59995640128702,0.380615234375,10.050004019998017,1.5679000000000087,5.199997920000179,157.75993689600543,124.67995012799997,33.03998678400114,True,12.563000002355748,-181.1000000000007,14.415346650166503,1.945886501485739,5.02033840717786,0.19362046996336654,190.89999999999918,9.799999999998477,158.68184369457816,57.67285415764954,E517_rampa_tau_A1um_20260909_161227_r0
True,20260909_161232,,rampa,100.0,100.0,1.0,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A1um,1,0.5,False,True,e=v*tau con RTR=1 y tramo recto > t_conv,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,337.91112899780273,8192,327.639868944,7.639996943999961,190.4,174.898919322628,0.380615234375,10.050004019998017,1.5679000000000087,5.199997920000179,157.75993689600543,124.67995012799997,33.03998678400114,True,12.563000002355748,-180.29999999998836,14.351667592627514,1.0642932815343997,3.0525201668467616,0.10589978664850422,186.19999999999948,5.900000000011119,158.31869738798045,57.629604986056705,E517_rampa_tau_A1um_20260909_161232_r1
True,20260909_161237,,rampa,100.0,100.0,3.0,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A3um,0,0.5,False,True,e=v*tau con RTR=1 y tramo recto > t_conv,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,340.8782482147217,8192,327.639868944,7.639996943999961,513.1,470.0664843384134,0.380615234375,30.15001206000336,4.703500000000005,5.199997920000179,157.75993689600543,124.67995012799997,33.03998678400114,True,37.688876856775295,-485.2999999999952,12.876478167397373,6.0666032051001055,16.68022685551307,0.20121395616779827,505.2000000000021,19.900000000006912,453.3762083834186,134.58526260388172,E517_rampa_tau_A3um_20260909_161237_r0
True,20260909_161242,,rampa,100.0,100.0,3.0,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A3um,1,0.5,False,True,e=v*tau con RTR=1 y tramo recto > t_conv,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,338.7792110443115,8192,327.639868944,7.639996943999961,517.5,471.85553822956325,0.380615234375,30.15001206000336,4.703500000000005,5.199997920000179,157.75993689600543,124.67995012799997,33.03998678400114,True,37.688876856775295,-485.5000000000018,12.881784772865258,2.398618459568629,5.220094226999095,0.07955613599075827,501.6000000000105,16.100000000008663,453.23807694017466,138.50179263721077,E517_rampa_tau_A3um_20260909_161242_r1
True,20260909_161246,,rampa,100.0,100.0,10.0,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A10um,0,0.5,False,True,e=v*tau con RTR=1 y tramo recto > t_conv,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,338.8338088989258,8192,327.639868944,7.639996943999961,1641.3,1439.4743534796157,0.380615234375,100.50004020001741,15.678399999999996,5.199997920000179,157.75993689600543,124.67995012799997,33.03998678400114,True,125.62945850261896,-1480.2499999999982,11.782666403589888,18.53410647052814,39.996842484782746,0.18441889608841103,1641.39999999999,161.1499999999919,1418.5607256519056,390.91972363848487,E517_rampa_tau_A10um_20260909_161246_r0
True,20260909_161251,,rampa,100.0,100.0,10.0,20,1,1,50,2000,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,tau_A10um,1,0.5,False,True,e=v*tau con RTR=1 y tramo recto > t_conv,39.999984,39.999984,319.99987200000004,327.679868928,400,8192,True,,,341.7339324951172,8192,327.639868944,7.639996943999961,1638.2,1445.9272794479762,0.380615234375,100.50004020001741,15.678399999999996,5.199997920000179,157.75993689600543,124.67995012799997,33.03998678400114,True,125.62945850261896,-1474.3500000000013,11.735702896222117,7.591965101726622,18.788292014178865,0.07554191109393513,1638.1999999999975,163.84999999999627,1421.2761721029788,399.7490812698316,E517_rampa_tau_A10um_20260909_161251_r1
