ok,timestamp,error_msg,modo,centro_x,centro_y,amplitud_um,wtr,rtr,wgc,n_pre,n_post,n_total,speedupdown,dco,vco,svo,confirmar_lazo_abierto,drc_tablas,drc_fuentes,drc_opciones,tabla,wavegen,eje,leer_recorder_completo,t_extra_grabacion_s,carga_rapida,wos,etiqueta,repeticion,t_asentamiento_s,guardar_figura,estricto,notas,t_servo_us,dt_grabacion_us,duracion_wave_ms,ventana_grabada_ms,n_puntos_wave,n_muestras_pedidas,coherencia_ok,coherencia_bloqueantes,coherencia_avisos,duracion_host_ms,muestras_leidas,ventana_real_ms,ventana_post_wave_ms,error_max_nm,error_rms_nm,t_escalon_ms,x_inicial_um,x_final_um,salto_nm,suavizado_muestras,suavizado_ms,t_subida_10_90_ms,t_50_ms,tau_desde_subida_ms,f_3db_hz,sobrepico_nm,sobrepico_pct,bump_lento_nm,bump_lento_t_ms,t_primer_cruce_ms,ts_5nm_ms,asento_en_ventana,error_final_nm,ruido_final_nm_rms,ventana_post_escalon_ms,tol_bajo_ruido,archivo
True,20260909_162916,,escalon,100.0,100.0,1.0,1,1,1,50,8142,400,0,True,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,rtrdco_rtr1_dco1,0,0.5,False,True,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,39.999984,327.679868928,327.679868928,8192,8192,True,,,341.5801525115967,8192,327.639868944,-0.03999998400001914,1995.7,324.63276226858983,1.9999991999999998,99.0,101.0,2000.0,25,0.9999996000000344,18.359992656,10.79999568,8.356846907601273,19.06318845316209,0.0,0.0,60.207999999996105,58.59997656,35.319985872,143.39994264,True,-1.4753374233131067,1.9599719173548866,325.639869744,True,E517_escalon_rtrdco_rtr1_dco1_20260909_162916_r0
True,20260909_162923,,escalon,100.0,100.0,1.0,1,1,1,50,8142,400,0,True,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,rtrdco_rtr1_dco1,1,0.5,False,True,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,39.999984,327.679868928,327.679868928,8192,8192,True,,,338.2260799407959,8192,327.639868944,-0.03999998400001914,1998.3999999999999,325.0769680063074,1.9999991999999998,99.0,101.0,2000.0,25,0.9999996000000344,18.599992559999997,10.79999568,8.466086736458806,18.81721182796,0.0,0.0,56.5400000000011,54.999978,36.359985456,135.159945936,True,-0.31030674846602707,1.2338644083925372,325.639869744,False,E517_escalon_rtrdco_rtr1_dco1_20260909_162923_r1
True,20260909_162931,,escalon,100.0,100.0,1.0,2,2,1,50,8142,400,0,True,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,rtrdco_rtr2_dco1,0,0.5,False,True,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,79.999968,655.359737856,655.359737856,8192,8192,True,,,757.606029510498,8192,655.279737888,-0.07999996800003828,2001.7,229.8236973853715,3.9999983999999995,99.0,101.0,2000.0,13,1.0399995840000358,18.479992608,10.79999568,8.411466822030041,18.939401515154543,0.0,0.0,60.39230769230878,53.439978624,35.679985728,137.919944832,True,-0.21349693251550245,1.9696630255043235,651.279739488,True,E517_escalon_rtrdco_rtr2_dco1_20260909_162931_r0
True,20260909_162938,,escalon,100.0,100.0,1.0,2,2,1,50,8142,400,0,True,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,rtrdco_rtr2_dco1,1,0.5,False,True,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,79.999968,655.359737856,655.359737856,8192,8192,True,,,662.4631881713867,8192,655.279737888,-0.07999996800003828,2000.3000000000002,230.41234278731733,3.9999983999999995,99.0,101.0,2000.0,13,1.0399995840000358,18.719992512,10.879995648000001,8.520706650887574,18.696588675216663,0.0,0.0,53.1615384615411,54.399978239999996,37.039985183999995,138.39994464,True,-0.028343558282295102,1.5774932602903782,651.279739488,False,E517_escalon_rtrdco_rtr2_dco1_20260909_162938_r1
True,20260909_162947,,escalon,100.0,100.0,1.0,5,5,1,50,8142,400,0,True,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,rtrdco_rtr5_dco1,0,0.5,False,True,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,199.99992,1638.39934464,1638.39934464,8192,8192,True,,,1736.5570068359375,8192,1638.19934472,-0.199999919999982,2002.6999999999998,146.15661721376523,9.999996000000001,99.0,101.0,2000.0,5,0.9999995999999101,18.39999264,10.79999568,8.375053545744196,19.021746739133476,0.0,0.0,55.70000000000164,56.19997752,36.39998544,630.9997476,True,-0.03509202453994373,1.317525272733653,1628.19934872,False,E517_escalon_rtrdco_rtr5_dco1_20260909_162947_r0
True,20260909_162955,,escalon,100.0,100.0,1.0,5,5,1,50,8142,400,0,True,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,rtrdco_rtr5_dco1,1,0.5,False,True,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,199.99992,1638.39934464,1638.39934464,8192,8192,True,,,1744.631052017212,8192,1638.19934472,-0.199999919999982,1999.3000000000002,145.70921223460545,9.999996000000001,99.0,101.0,2000.0,5,0.9999995999999101,18.199992719999997,10.79999568,8.284020355029584,19.23077692308,0.0,0.0,59.439999999997895,54.19997832000001,35.79998568,626.9997492,True,-0.27349693251550644,1.6221047955609926,1628.19934872,False,E517_escalon_rtrdco_rtr5_dco1_20260909_162955_r1
True,20260909_163005,,escalon,100.0,100.0,1.0,10,10,1,50,8142,400,0,True,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,rtrdco_rtr10_dco1,0,0.5,False,True,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,399.99984,3276.79868928,3276.79868928,8192,8192,True,,,3374.3669986724854,8192,3276.39868944,-0.399999839999964,1998.0,103.64235917086195,19.999992000000002,99.0,101.0,2000.0,5,1.9999991999998201,17.9999928,10.799995679999999,8.192987164314975,19.44445222222533,0.0,0.0,62.50000000000284,57.9999768,35.599985759999996,3034.39878624,True,0.021963190184150463,2.3090424698300684,3256.39869744,True,E517_escalon_rtrdco_rtr10_dco1_20260909_163005_r0
True,20260909_163015,,escalon,100.0,100.0,1.0,10,10,1,50,8142,400,0,True,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,rtrdco_rtr10_dco1,1,0.5,False,True,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,399.99984,3276.79868928,3276.79868928,8192,8192,True,,,3365.2000427246094,8192,3276.39868944,-0.399999839999964,2001.0,104.10735114651675,19.999992000000002,99.0,101.0,2000.0,5,1.9999991999998201,18.79999248,11.199995519999998,8.557119927173417,18.617028723407234,0.0,0.0,53.97999999999854,55.999977599999994,37.199985119999994,259.99989600000004,True,-0.07582822085921594,1.7722931718696135,3256.39869744,True,E517_escalon_rtrdco_rtr10_dco1_20260909_163015_r1
True,20260909_163031,,escalon,100.0,100.0,1.0,25,25,1,50,8142,400,0,True,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,rtrdco_rtr25_dco1,0,0.5,False,True,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,999.9995999999999,8191.996723199999,8191.996723199999,8192,8192,True,,,8246.318101882935,8192,8190.996723599999,-0.9999995999996827,2002.4,66.75971612631098,49.999979999999994,99.0,101.0,2000.0,5,4.9999979999998345,18.999992400000004,10.999995599999998,8.64815311788803,18.421060000002942,0.0,0.0,57.25999999999942,54.999978,35.9999856,4545.9981816,True,-0.05901840490805151,1.91447544105024,8140.9967436,True,E517_escalon_rtrdco_rtr25_dco1_20260909_163031_r0
True,20260909_163046,,escalon,100.0,100.0,1.0,25,25,1,50,8142,400,0,True,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,rtrdco_rtr25_dco1,1,0.5,False,True,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,999.9995999999999,8191.996723199999,8191.996723199999,8192,8192,True,,,8242.438077926636,8192,8190.996723599999,-0.9999995999996827,1999.3000000000002,66.69671950387159,49.999979999999994,99.0,101.0,2000.0,5,4.9999979999998345,18.999992400000004,10.999995599999998,8.64815311788803,18.421060000002942,0.0,0.0,59.53999999999553,59.99997599999999,36.9999852,3138.9987444,True,-0.16257668711664322,1.6957574592738722,8140.9967436,True,E517_escalon_rtrdco_rtr25_dco1_20260909_163046_r1
