ok,timestamp,error_msg,modo,centro_x,centro_y,amplitud_um,wtr,rtr,wgc,n_pre,n_post,n_total,speedupdown,dco,vco,svo,confirmar_lazo_abierto,drc_tablas,drc_fuentes,drc_opciones,tabla,wavegen,eje,leer_recorder_completo,t_extra_grabacion_s,carga_rapida,wos,etiqueta,repeticion,t_asentamiento_s,guardar_figura,estricto,notas,t_servo_us,dt_grabacion_us,duracion_wave_ms,ventana_grabada_ms,n_puntos_wave,n_muestras_pedidas,coherencia_ok,coherencia_bloqueantes,coherencia_avisos,duracion_host_ms,muestras_leidas,ventana_real_ms,ventana_post_wave_ms,error_max_nm,error_rms_nm,t_escalon_ms,x_inicial_um,x_final_um,salto_nm,suavizado_muestras,suavizado_ms,t_subida_10_90_ms,t_50_ms,tau_desde_subida_ms,f_3db_hz,sobrepico_nm,sobrepico_pct,bump_lento_nm,bump_lento_t_ms,t_primer_cruce_ms,ts_5nm_ms,asento_en_ventana,error_final_nm,ruido_final_nm_rms,ventana_post_escalon_ms,tol_bajo_ruido,archivo
True,20260909_163053,,escalon,100.0,100.0,1.0,1,1,1,50,8142,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,rtrdco_rtr1_dco0,0,0.5,False,True,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,39.999984,327.679868928,327.679868928,8192,8192,True,,,335.6647491455078,8192,327.639868944,-0.03999998400001914,1996.6,324.9513247391169,1.9999991999999998,99.0,101.0,2000.0,25,0.9999996000000344,19.319992272,10.79999568,8.793806223031407,18.115949275365217,0.0,0.0,6.572000000005005,81.55996737599999,54.19997832,91.27996348799999,True,0.22809815950936396,0.8291517967300931,325.639869744,False,E517_escalon_rtrdco_rtr1_dco0_20260909_163053_r0
True,20260909_163100,,escalon,100.0,100.0,1.0,1,1,1,50,8142,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,rtrdco_rtr1_dco0,1,0.5,False,True,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,39.999984,327.679868928,327.679868928,8192,8192,True,,,335.6921672821045,8192,327.639868944,-0.03999998400001914,1997.4,325.1778998679031,1.9999991999999998,99.0,101.0,2000.0,25,0.9999996000000344,19.359992255999998,10.79999568,8.812012861174328,18.078519628102068,0.0,0.0,7.251999999999157,82.59996695999999,56.959977216000006,259.15989633600003,True,1.127975460122394,1.4137198720746715,325.639869744,False,E517_escalon_rtrdco_rtr1_dco0_20260909_163100_r1
True,20260909_163107,,escalon,100.0,100.0,1.0,2,2,1,50,8142,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,rtrdco_rtr2_dco0,0,0.5,False,True,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,79.999968,655.359737856,655.359737856,8192,8192,True,,,662.4634265899658,8192,655.279737888,-0.07999996800003828,2000.7,230.36125430582194,3.9999983999999995,99.0,101.0,2000.0,13,1.0399995840000358,19.359992255999998,10.79999568,8.812012861174328,18.078519628102068,0.0,0.0,8.084615384614853,72.639970944,50.879979648,92.879962848,True,0.7694478527607694,1.0222609679257366,651.279739488,False,E517_escalon_rtrdco_rtr2_dco0_20260909_163107_r0
True,20260909_163115,,escalon,100.0,100.0,1.0,2,2,1,50,8142,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,rtrdco_rtr2_dco0,1,0.5,False,True,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,79.999968,655.359737856,655.359737856,8192,8192,True,,,770.4358100891113,8192,655.279737888,-0.07999996800003828,1997.8,230.21533091887667,3.9999983999999995,99.0,101.0,2000.0,13,1.0399995840000358,19.439992223999997,10.79999568,8.848426137460171,18.00412242798642,0.0,0.0,6.1384615384663626,75.27996988800001,55.839977663999996,79.679968128,True,0.27730061349633855,0.9289812755078404,651.279739488,False,E517_escalon_rtrdco_rtr2_dco0_20260909_163115_r1
True,20260909_163123,,escalon,100.0,100.0,1.0,5,5,1,50,8142,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,rtrdco_rtr5_dco0,0,0.5,False,True,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,199.99992,1638.39934464,1638.39934464,8192,8192,True,,,1746.3009357452393,8192,1638.19934472,-0.199999919999982,1994.8999999999999,146.07428097212542,9.999996000000001,99.0,101.0,2000.0,5,0.9999995999999101,19.399992239999996,10.9999956,8.830219499317248,18.041244329899797,0.0,0.0,6.699999999995043,78.79996848000002,53.9999784,1068.39957264,True,0.6337423312883356,1.8141509484240161,1628.19934872,True,E517_escalon_rtrdco_rtr5_dco0_20260909_163123_r0
True,20260909_163132,,escalon,100.0,100.0,1.0,5,5,1,50,8142,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,rtrdco_rtr5_dco0,1,0.5,False,True,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,199.99992,1638.39934464,1638.39934464,8192,8192,True,,,1743.2680130004883,8192,1638.19934472,-0.199999919999982,1995.5,145.84796746700934,9.999996000000001,99.0,101.0,2000.0,5,0.9999995999999101,19.19999232,10.9999956,8.73918630860264,18.229173958336247,0.0,0.0,8.519999999998618,82.99996680000001,55.599977759999994,1051.39957944,True,0.061226993865057984,2.1061274243535437,1628.19934872,True,E517_escalon_rtrdco_rtr5_dco0_20260909_163132_r1
True,20260909_163142,,escalon,100.0,100.0,1.0,10,10,1,50,8142,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,rtrdco_rtr10_dco0,0,0.5,False,True,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,399.99984,3276.79868928,3276.79868928,8192,8192,True,,,3369.440793991089,8192,3276.39868944,-0.399999839999964,1999.2,103.93035094080885,19.999992000000002,99.0,101.0,2000.0,5,1.9999991999998201,19.199992320000007,10.799995679999999,8.739186308602642,18.22917395833624,0.0,0.0,5.400000000000205,2528.39898864,53.59997856,2549.99898,True,0.17006134969336958,1.6138014781752643,3256.39869744,False,E517_escalon_rtrdco_rtr10_dco0_20260909_163142_r0
True,20260909_163152,,escalon,100.0,100.0,1.0,10,10,1,50,8142,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,rtrdco_rtr10_dco0,1,0.5,False,True,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,399.99984,3276.79868928,3276.79868928,8192,8192,True,,,3369.0128326416016,8192,3276.39868944,-0.399999839999964,1998.1,103.91908712994871,19.999992000000002,99.0,101.0,2000.0,5,1.9999991999998201,19.199992320000007,11.199995519999998,8.739186308602642,18.22917395833624,0.0,0.0,-4.559999999997899,2141.5991433599997,55.199977919999995,49.99998000000001,True,-0.2457668711654855,1.1270151117954925,3256.39869744,False,E517_escalon_rtrdco_rtr10_dco0_20260909_163152_r1
True,20260909_163207,,escalon,100.0,100.0,1.0,25,25,1,50,8142,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,rtrdco_rtr25_dco0,0,0.5,False,True,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,999.9995999999999,8191.996723199999,8191.996723199999,8192,8192,True,,,8250.24390220642,8192,8190.996723599999,-0.9999995999996827,1995.8,66.77215717738267,49.999979999999994,99.0,101.0,2000.0,5,4.9999979999998345,19.999992,10.999995599999998,9.103319071461083,17.5000070000028,0.0,0.0,-6.000000000000227,7254.997098,56.99997719999999,7257.9970968,True,-1.0564417177911372,1.4499856910573874,8140.9967436,False,E517_escalon_rtrdco_rtr25_dco0_20260909_163207_r0
True,20260909_163222,,escalon,100.0,100.0,1.0,25,25,1,50,8142,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,rtrdco_rtr25_dco0,1,0.5,False,True,"ítem 5 protocolo: ts real con y sin DCO, misma ventana",39.999984,999.9995999999999,8191.996723199999,8191.996723199999,8192,8192,True,,,8265.16079902649,8192,8190.996723599999,-0.9999995999996827,2000.0,66.89095072990654,49.999979999999994,99.0,101.0,2000.0,5,4.9999979999998345,19.999992,10.999995599999998,9.103319071461083,17.5000070000028,0.0,0.0,5.119999999999436,90.9999636,53.99997839999999,92.99996279999999,True,-0.13312883435592335,1.2779419428002359,8140.9967436,False,E517_escalon_rtrdco_rtr25_dco0_20260909_163222_r1
