t_ms,target_um,current_um_A,current_um_B
0.0,99.0,98.9826,99.9781
0.039999984,99.0,98.9826,99.9782
0.079999968,99.0,98.9825,99.9781
0.119999952,99.0,98.9825,99.9782
0.159999936,99.0,98.9825,99.9782
0.19999992,99.0,98.9825,99.9781
0.239999904,99.0,98.9825,99.9782
0.279999888,99.0,98.9826,99.9781
0.319999872,99.0,98.9826,99.9781
0.359999856,99.0,98.9826,99.9781
0.39999984,99.0,98.9826,99.9781
0.43999982400000004,99.0,98.9827,99.9781
0.479999808,99.0,98.9827,99.9781
0.519999792,99.0,98.9827,99.9781
0.559999776,99.0,98.9827,99.9781
0.59999976,99.0,98.9827,99.9782
0.639999744,99.0,98.9828,99.9782
0.679999728,99.0,98.9828,99.9782
0.719999712,99.0,98.9828,99.9782
0.759999696,99.0,98.9829,99.9782
0.79999968,99.0,98.9828,99.9782
0.8399996639999999,99.0,98.9829,99.9782
0.8799996480000001,99.0,98.9829,99.9782
0.919999632,99.0,98.9829,99.9782
0.959999616,99.0,98.9829,99.9783
0.9999995999999999,99.0,98.9829,99.9782
1.039999584,99.0,98.9829,99.9782
1.079999568,99.0,98.983,99.9783
1.119999552,99.0,98.983,99.9782
1.159999536,99.0,98.9831,99.9782
1.19999952,99.0,98.9831,99.9782
1.239999504,99.0,98.9831,99.9782
1.279999488,99.0,98.9832,99.9782
1.319999472,99.0,98.9831,99.9782
1.359999456,99.0,98.9832,99.9782
1.39999944,99.0,98.9832,99.9782
1.439999424,99.0,98.9832,99.9782
1.4799994079999998,99.0,98.9832,99.9782
1.519999392,99.0,98.9832,99.9782
1.5599993760000002,99.0,98.9832,99.9783
1.59999936,99.0,98.9832,99.9782
1.639999344,99.0,98.9833,99.9783
1.6799993279999998,99.0,98.9833,99.9783
1.719999312,99.0,98.9833,99.9782
1.7599992960000002,99.0,98.9833,99.9782
1.79999928,99.0,98.9833,99.9782
1.839999264,99.0,98.9833,99.9782
1.8799992479999998,99.0,98.9834,99.9782
1.919999232,99.0,98.9834,99.9782
1.959999216,99.0,98.9834,99.9782
1.9999991999999998,99.0,98.9834,99.9781
2.039999184,99.0,98.9834,99.9782
2.079999168,99.0,98.9834,99.9782
2.1199991519999997,99.0,98.9834,99.9782
2.159999136,99.0,98.9834,99.9781
2.19999912,99.0,98.9834,99.9781
2.239999104,99.0,98.9833,99.9781
2.2799990880000003,99.0,98.9834,99.9782
2.319999072,99.0,98.9834,99.9781
2.359999056,99.01,98.9833,99.9781
2.39999904,99.01,98.9833,99.9782
2.439999024,99.01,98.9833,99.9782
2.479999008,99.01,98.9833,99.9782
2.5199989919999997,99.01,98.9832,99.9783
2.559998976,99.01,98.9831,99.9782
2.59999896,99.01,98.9831,99.9782
2.639998944,99.01,98.983,99.9782
2.679998928,99.01,98.9829,99.9782
2.719998912,99.01,98.9829,99.9782
2.759998896,99.01,98.9829,99.9782
2.79999888,99.01,98.9829,99.9782
2.839998864,99.01,98.9829,99.9782
2.879998848,99.01,98.9828,99.9782
2.9199988319999997,99.01,98.9828,99.9782
2.9599988159999997,99.01,98.9827,99.9782
2.9999988,99.01,98.9827,99.9782
3.039998784,99.01,98.9826,99.9782
3.079998768,99.01,98.9826,99.9782
3.1199987520000003,99.01,98.9826,99.9782
3.159998736,99.02,98.9825,99.9782
3.19999872,99.02,98.9825,99.9782
3.239998704,99.02,98.9825,99.9782
3.279998688,99.02,98.9824,99.9782
3.319998672,99.02,98.9824,99.9782
3.3599986559999997,99.02,98.9823,99.9782
3.39999864,99.02,98.9823,99.9782
3.439998624,99.02,98.9823,99.9783
3.479998608,99.02,98.9822,99.9783
3.5199985920000003,99.02,98.9821,99.9783
3.559998576,99.02,98.9821,99.9783
3.59999856,99.02,98.982,99.9784
3.6399985439999996,99.02,98.982,99.9784
3.679998528,99.02,98.982,99.9784
3.719998512,99.02,98.9819,99.9784
3.7599984959999997,99.02,98.9818,99.9784
3.79999848,99.02,98.9818,99.9783
3.839998464,99.02,98.9818,99.9783
3.879998448,99.02,98.9817,99.9783
3.919998432,99.02,98.9817,99.9783
3.9599984160000004,99.0301,98.9817,99.9783
3.9999983999999995,99.0301,98.9817,99.9783
4.0399983839999996,99.0301,98.9817,99.9782
4.079998368,99.0301,98.9817,99.9782
4.119998352,99.0301,98.9817,99.9782
4.159998336,99.0301,98.9816,99.9782
4.19999832,99.0301,98.9816,99.9782
4.239998303999999,99.0301,98.9816,99.9782
4.279998288,99.0301,98.9816,99.9782
4.319998272,99.0301,98.9816,99.9782
4.359998256,99.0301,98.9815,99.9782
4.39999824,99.0301,98.9815,99.9782
4.439998224,99.0301,98.9815,99.9782
4.479998208,99.0301,98.9815,99.9782
4.519998192,99.0301,98.9815,99.9782
4.559998176000001,99.0301,98.9815,99.9782
4.59999816,99.0301,98.9814,99.9781
4.639998144,99.0301,98.9815,99.9781
4.679998127999999,99.0301,98.9814,99.9782
4.719998112,99.0301,98.9814,99.9781
4.759998096,99.0401,98.9815,99.9781
4.79999808,99.0401,98.9814,99.9781
4.8399980639999995,99.0401,98.9814,99.9781
4.879998048,99.0401,98.9814,99.9781
4.919998032,99.0401,98.9815,99.9781
4.959998016,99.0401,98.9815,99.9781
4.999998000000001,99.0401,98.9815,99.9781
5.039997983999999,99.0401,98.9815,99.9781
5.079997968,99.0401,98.9815,99.9781
5.119997952,99.0401,98.9815,99.9781
5.159997936,99.0401,98.9815,99.9782
5.19999792,99.0401,98.9814,99.9782
5.239997904,99.0401,98.9815,99.9782
5.279997888,99.0401,98.9815,99.9782
5.319997872,99.0401,98.9815,99.9781
5.359997856,99.0401,98.9816,99.9782
5.39999784,99.0401,98.9816,99.9782
5.439997824,99.0401,98.9816,99.9782
5.479997807999999,99.0401,98.9816,99.9782
5.519997792,99.0401,98.9816,99.9782
5.559997776,99.0502,98.9816,99.9782
5.59999776,99.0502,98.9816,99.9782
5.6399977439999995,99.0502,98.9816,99.9782
5.679997728,99.0502,98.9816,99.9782
5.719997712,99.0502,98.9816,99.9782
5.759997696,99.0502,98.9817,99.9782
5.799997680000001,99.0502,98.9817,99.9782
5.839997663999999,99.0502,98.9817,99.9782
5.879997648,99.0502,98.9818,99.9782
5.919997631999999,99.0502,98.9818,99.9782
5.959997616,99.0502,98.9818,99.9783
5.9999976,99.0502,98.9818,99.9782
6.039997584,99.0502,98.9818,99.9782
6.079997568,99.0502,98.9819,99.9783
6.119997552,99.0502,98.9819,99.9782
6.159997536,99.0502,98.982,99.9783
6.19999752,99.0502,98.982,99.9782
6.239997504000001,99.0502,98.9821,99.9782
6.279997487999999,99.0502,98.9822,99.9783
6.319997472,99.0502,98.9821,99.9783
6.359997456,99.0602,98.9821,99.9783
6.39999744,99.0602,98.9822,99.9783
6.439997424,99.0602,98.9822,99.9783
6.479997408,99.0602,98.9822,99.9783
6.519997392,99.0602,98.9823,99.9783
6.559997376,99.0602,98.9823,99.9784
6.59999736,99.0602,98.9825,99.9784
6.639997344,99.0602,98.9825,99.9783
6.679997328,99.0602,98.9825,99.9784
6.719997311999999,99.0602,98.9826,99.9783
6.759997296,99.0602,98.9826,99.9783
6.79999728,99.0602,98.9827,99.9783
6.839997264,99.0602,98.9828,99.9783
6.879997248,99.0602,98.9828,99.9783
6.919997232,99.0602,98.9829,99.9782
6.959997216,99.0602,98.9829,99.9782
6.9999972,99.0602,98.983,99.9783
7.039997184000001,99.0602,98.983,99.9782
7.079997167999999,99.0602,98.9831,99.9783
7.119997152,99.0602,98.9832,99.9783
7.159997135999999,99.0703,98.9832,99.9783
7.19999712,99.0703,98.9833,99.9783
7.239997104,99.0703,98.9833,99.9783
7.279997087999999,99.0703,98.9834,99.9783
7.319997072,99.0703,98.9834,99.9783
7.359997056,99.0703,98.9835,99.9783
7.39999704,99.0703,98.9836,99.9783
7.439997024,99.0703,98.9836,99.9782
7.479997008,99.0703,98.9837,99.9782
7.519996991999999,99.0703,98.9837,99.9782
7.559996976,99.0703,98.9839,99.9782
7.59999696,99.0703,98.984,99.9783
7.639996944,99.0703,98.984,99.9783
7.679996928,99.0703,98.9841,99.9783
7.719996912,99.0703,98.9842,99.9783
7.759996896,99.0703,98.9843,99.9782
7.79999688,99.0703,98.9844,99.9782
7.839996864,99.0703,98.9845,99.9782
7.879996848,99.0703,98.9845,99.9781
7.919996832000001,99.0703,98.9846,99.9782
7.959996816,99.0803,98.9847,99.9781
7.999996799999999,99.0803,98.9848,99.9782
8.039996784,99.0803,98.9849,99.9782
8.079996767999999,99.0803,98.985,99.9782
8.119996751999999,99.0803,98.9851,99.9782
8.159996736,99.0803,98.9852,99.9782
8.19999672,99.0803,98.9853,99.9782
